AdjustedWkt,Description
"POLYGON ((105.83333333333333 78.166666666666671, 104.5 78.166666666666671, 104.5 78.016666666666666, 105.83333333333333 78.016666666666666, 105.83333333333333 78.166666666666671))","LAPTEV SEA.  CHARTS RUS 11136, 11137.  1. ICEBERGS AT 250910 UTC JUL IN AREAS BOUNDED BY:  A. 77-52.1N 099-48.1E.  B. 78-10.0N 104-30.0E, 78-10.0N 105-50.0E,  78-01.0N 105-50.0E, 78-01.0N 104-30.0E.  C. 77-38.0N 108-00.0E, 77-38.0N 111-40.0E,  77-22.0N 111-40.0E, 77-22.0N 108-00.0E.  2. CANCEL THIS MSG 280910 UTC JUL 23.=  NNNN"
"POLYGON ((111.66666666666667 77.63333333333334, 108 77.63333333333334, 108 77.36666666666666, 111.66666666666667 77.36666666666666, 111.66666666666667 77.63333333333334))","LAPTEV SEA.  CHARTS RUS 11136, 11137.  1. ICEBERGS AT 250910 UTC JUL IN AREAS BOUNDED BY:  A. 77-52.1N 099-48.1E.  B. 78-10.0N 104-30.0E, 78-10.0N 105-50.0E,  78-01.0N 105-50.0E, 78-01.0N 104-30.0E.  C. 77-38.0N 108-00.0E, 77-38.0N 111-40.0E,  77-22.0N 111-40.0E, 77-22.0N 108-00.0E.  2. CANCEL THIS MSG 280910 UTC JUL 23.=  NNNN"
POINT (115.80833333333334 77.568333333333328),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (116.195 76.658333333333331),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (116.35 76.466666666666669),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (116.555 76.551666666666662),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (116.58166666666666 76.558333333333337),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (116.64833333333333 76.495),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (118.515 76.181666666666672),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (118.40666666666667 76.281666666666666),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (118.64666666666666 76.163333333333327),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
POINT (116.36666666666666 76.76),"LAPTEV SEA.  CHARTS RUS 12402, 11137.  1. ICEBERGS AT 251750 UTC JUL IN:  A. 77-34.1N 115-48.5E.  B. 76-39.5N 116-11.7E.  C. 76-28.0N 116-21.0E.  D. 76-33.1N 116-33.3E.  E. 76-33.5N 116-34.9E.  F. 76-29.7N 116-38.9E.  G. 76-10.9N 118-30.9E.  H. 76-16.9N 118-24.4E.  I. 76-09.8N 118-38.8E.  J. 76-45.6N 116-22.0E.  2. CANCEL THIS MSG 281750 UTC JUL 23.=  NNNN"
"LINESTRING (33.218333333333334 69.081666666666663, 33.231666666666669 69.073333333333338, 33.285 69.078333333333333, 33.336666666666666 69.086666666666673, 33.37166666666667 69.095, 33.391666666666666 69.101666666666674, 33.401666666666664 69.105, 33.408333333333331 69.11, 33.418333333333337 69.12166666666667, 33.43333333333333 69.13, 33.446666666666665 69.135, 33.528333333333336 69.16, 33.541666666666664 69.166666666666671, 33.545 69.171666666666667, 33.515 69.303333333333327, 33.575 69.321666666666673, 34.09 69.49, 34.245 69.515, 34.651666666666664 69.515, 46.230833333333337 69.830833333333331, 57.81 70.146666666666661, 58.261666666666663 70.478333333333339, 69.815 74.581666666666663, 71.43 74.58, 72.603333333333339 73.906666666666666, 73.01 73.098333333333329, 73.59 72.756666666666661, 73.835 72.438333333333333, 73.171666666666667 72.161666666666662, 72.841666666666669 71.718333333333334, 72.548333333333332 71.541666666666671, 73.131666666666661 71.171666666666667, 73.411666666666662 71.026666666666671, 73.786666666666662 70.99666666666667)",BARENTS AND KARA SEAS  OBSKAYA GUBA  CHARTS RUS 15004 10100 10103  1. TOWING TEKHNOLOGICHESKAYA LINIYA NR 1 TO SABETTA PORT TILL 15 AUG  ATTENDED BY TUGS ALONG THE ROUTE  69-04.9N 033-13.1E 69-04.4N 033-13.9E 69-04.7N 033-17.1E  69-05.2N 033-20.2E 69-05.7N 033-22.3E 69-06.1N 033-23.5E  69-06.3N 033-24.1E 69-06.6N 033-24.5E 69-07.3N 033-25.1E  69-07.8N 033-26.0E 69-08.1N 033-26.8E 69-09.6N 033-31.7E  69-10.0N 033-32.5E 69-10.3N 033-32.7E 69-18.2N 033-30.9E  69-19.3N 033-34.5E 69-29.4N 034-05.4E 69-30.9N 034-14.7E  69-30.9N 034-39.1E 70-08.8N 057-48.6E 70-28.7N 058-15.7E  74-34.9N 069-48.9E 74-34.8N 071-25.8E 73-54.4N 072-36.2E  73-05.9N 073-00.6E 72-45.4N 073-35.4E 72-26.3N 073-50.1E  72-09.7N 073-10.3E 71-43.1N 072-50.5E 71-32.5N 072-32.9E  71-10.3N 073-07.9E 71-01.6N 073-24.7E 70-59.8N 073-47.2E  TOWING VESSELS SHOULD BE GIVEN TWO MILES BERTH  2. CANCEL THIS MSG 16 AUG 23
"POLYGON ((34 70, 34 69.75, 37.25 69.066666666666663, 42 71.5, 38 71.5, 34 70))",BARENTS SEA  CHART RUS 10100  1. ROCKET LAUNCHING 0300 TO 1500 UTC DAILY 26 TO 28 JUL AND 02 TO 04 AUG  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA BOUNDED BY 71-30.0N 038-00.0E 71-30.0N 042-00.0E 69-04.0N 037-15.0E  69-45.0N 034-00.0E 70-00.0N 034-00.0E  2. CANCEL THIS MSG 041600 UTC AUG 23  3
POINT (46.71 73.99166666666666),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (35.968333333333334 70.256666666666661),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (34.258333333333333 69.588333333333338),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (34.085 69.518333333333331),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.836666666666666 69.441666666666663),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.653333333333336 69.38),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.543333333333337 69.338333333333338),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.51 69.311666666666667),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.515 69.256666666666661),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.521666666666668 69.2),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.525 69.168333333333337),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.446666666666665 69.13333333333334),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.39 69.106666666666669),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.336666666666666 69.091666666666669),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (33.321666666666665 69.091666666666669),"BARENTS SEA  CHARTS RUS 10100, 11163, 11114  TUGS TOWING DRILLING RIG SEVERNOE SIYANIE 25 JUL  FROM DRILLING POINT TO PORT MURMANSK BY ROUTE  73-59.5N 046-42.6E 70-15.4N 035-58.1E 69-35.3N 034-15.5E 69-31.1N 034-05.1E  69-26.5N 033-50.2E 69-22.8N 033-39.2E 69-20.3N 033-32.6E 69-18.7N 033-30.6E  69-15.4N 033-30.9E 69-12.0N 033-31.3E 69-10.1N 033-31.5E 69-08.0N 033-26.8E  69-06.4N 033-23.4E 69-05.5N 033-20.2E 69-05.5N 033-19.3E  LENGTH OF TOW 900 METRES  TWO MILE BERTH REQUESTED"
POINT (73.799833333333339 70.99966666666667),"KARA SEA.  OBSKAYA GUBA.  CHART RUS 13331.  ESTABLISHING ANCHORING LINES MARKED BY YELLOW BUOYS  BY TUGS FROM 29 JUL TO 15 AUG ANCHORS IN POINTS:  A. 70-59.98N 073-47.99E,  B. 70-59.54N 073-47.25E,  C. 70-59.22N 073-49.42E.  WGS-84 DATUM.  KEEP CAUTION.=  NNNN"
POINT (73.7875 70.992333333333335),"KARA SEA.  OBSKAYA GUBA.  CHART RUS 13331.  ESTABLISHING ANCHORING LINES MARKED BY YELLOW BUOYS  BY TUGS FROM 29 JUL TO 15 AUG ANCHORS IN POINTS:  A. 70-59.98N 073-47.99E,  B. 70-59.54N 073-47.25E,  C. 70-59.22N 073-49.42E.  WGS-84 DATUM.  KEEP CAUTION.=  NNNN"
POINT (73.823666666666668 70.987),"KARA SEA.  OBSKAYA GUBA.  CHART RUS 13331.  ESTABLISHING ANCHORING LINES MARKED BY YELLOW BUOYS  BY TUGS FROM 29 JUL TO 15 AUG ANCHORS IN POINTS:  A. 70-59.98N 073-47.99E,  B. 70-59.54N 073-47.25E,  C. 70-59.22N 073-49.42E.  WGS-84 DATUM.  KEEP CAUTION.=  NNNN"
POINT (104.9785 77.714166666666671),KARA SEA.  PROLIV VIL'KITSKOGO.  CHART RUS 12334.  LEAST DEPTH 24.2 METRES LOCATED IN:  77-42.85N 104-58.71E.  WGS 84 DATUM.=  NNNN
"POLYGON ((80.792166666666674 72.858333333333334, 80.780333333333331 72.853666666666669, 80.74766666666666 72.848166666666671, 80.747166666666672 72.845666666666673, 80.795666666666662 72.851666666666674, 80.80383333333333 72.856666666666669, 80.803666666666672 72.856666666666669, 80.792166666666674 72.858333333333334))","KARA SEA.  YENISEY BAY.  CHART RUS 15380.  1. DREDGING OPERATIONS IN PROGRESS  FROM 1 AUG TO 20 NOV IN AREA BOUNDED BY:  72-51.50N 080-47.53E, 72-51.40N 080-48.22E,  72-51.40N 080-48.23E, 72-51.10N 080-47.74E,  72-50.74N 080-44.83E, 72-50.89N 080-44.86E,  72-51.22N 080-46.82E.  WIDE BERTH REQUESTED.  2. DUMPING AREA FOR EXCAVATED GROUND  BOUNDED BY: 72-51-29.04N 080-47-28.93E,  72-51-29.89N 080-47-30.62E, 72-51-30.03N 080-47-30.96E,  72-51-30.11N 080-47-31.38E.  WGS-84 DATUM.  3. CANCEL THIS MSG 21 NOV 23.=  NNNN"
"POLYGON ((80.79205 72.858363888888888, 80.791933333333333 72.858341666666661, 80.79183888888889 72.858302777777766, 80.791369444444442 72.858066666666659, 80.79205 72.858363888888888))","KARA SEA.  YENISEY BAY.  CHART RUS 15380.  1. DREDGING OPERATIONS IN PROGRESS  FROM 1 AUG TO 20 NOV IN AREA BOUNDED BY:  72-51.50N 080-47.53E, 72-51.40N 080-48.22E,  72-51.40N 080-48.23E, 72-51.10N 080-47.74E,  72-50.74N 080-44.83E, 72-50.89N 080-44.86E,  72-51.22N 080-46.82E.  WIDE BERTH REQUESTED.  2. DUMPING AREA FOR EXCAVATED GROUND  BOUNDED BY: 72-51-29.04N 080-47-28.93E,  72-51-29.89N 080-47-30.62E, 72-51-30.03N 080-47-30.96E,  72-51-30.11N 080-47-31.38E.  WGS-84 DATUM.  3. CANCEL THIS MSG 21 NOV 23.=  NNNN"
POINT (83.418666666666667 69.957666666666668),"KARA SEA.  REKA YENISEY.  CHARTS RUS 15389, 15390, 18389.  LIGHTBUOYS ESTABLISHED IN:  A. NR 27A STARBOARD HAND 69-57.46N 083-25.12E.  B. NR 29 STARBOARD HAND 69-54.95N 083-27.52E.  C. NR 31 STARBOARD HAND 69-53.95N 083-31.42E.  D. NR 42 PREFERRED CHANNEL TO STARBOARD 69-52.65N 083-38.22E.  E. NR 31B PREFERRED CHANNEL TO PORT 69-43.25N 084-42.43E.  F. NR 33 STARBOARD HAND 69-46.36N 084-51.35E.  WGS-84 DATUM.=  NNNN"
POINT (83.458666666666673 69.915833333333339),"KARA SEA.  REKA YENISEY.  CHARTS RUS 15389, 15390, 18389.  LIGHTBUOYS ESTABLISHED IN:  A. NR 27A STARBOARD HAND 69-57.46N 083-25.12E.  B. NR 29 STARBOARD HAND 69-54.95N 083-27.52E.  C. NR 31 STARBOARD HAND 69-53.95N 083-31.42E.  D. NR 42 PREFERRED CHANNEL TO STARBOARD 69-52.65N 083-38.22E.  E. NR 31B PREFERRED CHANNEL TO PORT 69-43.25N 084-42.43E.  F. NR 33 STARBOARD HAND 69-46.36N 084-51.35E.  WGS-84 DATUM.=  NNNN"
POINT (83.523666666666671 69.899166666666673),"KARA SEA.  REKA YENISEY.  CHARTS RUS 15389, 15390, 18389.  LIGHTBUOYS ESTABLISHED IN:  A. NR 27A STARBOARD HAND 69-57.46N 083-25.12E.  B. NR 29 STARBOARD HAND 69-54.95N 083-27.52E.  C. NR 31 STARBOARD HAND 69-53.95N 083-31.42E.  D. NR 42 PREFERRED CHANNEL TO STARBOARD 69-52.65N 083-38.22E.  E. NR 31B PREFERRED CHANNEL TO PORT 69-43.25N 084-42.43E.  F. NR 33 STARBOARD HAND 69-46.36N 084-51.35E.  WGS-84 DATUM.=  NNNN"
POINT (83.637 69.8775),"KARA SEA.  REKA YENISEY.  CHARTS RUS 15389, 15390, 18389.  LIGHTBUOYS ESTABLISHED IN:  A. NR 27A STARBOARD HAND 69-57.46N 083-25.12E.  B. NR 29 STARBOARD HAND 69-54.95N 083-27.52E.  C. NR 31 STARBOARD HAND 69-53.95N 083-31.42E.  D. NR 42 PREFERRED CHANNEL TO STARBOARD 69-52.65N 083-38.22E.  E. NR 31B PREFERRED CHANNEL TO PORT 69-43.25N 084-42.43E.  F. NR 33 STARBOARD HAND 69-46.36N 084-51.35E.  WGS-84 DATUM.=  NNNN"
POINT (84.707166666666666 69.720833333333331),"KARA SEA.  REKA YENISEY.  CHARTS RUS 15389, 15390, 18389.  LIGHTBUOYS ESTABLISHED IN:  A. NR 27A STARBOARD HAND 69-57.46N 083-25.12E.  B. NR 29 STARBOARD HAND 69-54.95N 083-27.52E.  C. NR 31 STARBOARD HAND 69-53.95N 083-31.42E.  D. NR 42 PREFERRED CHANNEL TO STARBOARD 69-52.65N 083-38.22E.  E. NR 31B PREFERRED CHANNEL TO PORT 69-43.25N 084-42.43E.  F. NR 33 STARBOARD HAND 69-46.36N 084-51.35E.  WGS-84 DATUM.=  NNNN"
POINT (84.855833333333337 69.772666666666666),"KARA SEA.  REKA YENISEY.  CHARTS RUS 15389, 15390, 18389.  LIGHTBUOYS ESTABLISHED IN:  A. NR 27A STARBOARD HAND 69-57.46N 083-25.12E.  B. NR 29 STARBOARD HAND 69-54.95N 083-27.52E.  C. NR 31 STARBOARD HAND 69-53.95N 083-31.42E.  D. NR 42 PREFERRED CHANNEL TO STARBOARD 69-52.65N 083-38.22E.  E. NR 31B PREFERRED CHANNEL TO PORT 69-43.25N 084-42.43E.  F. NR 33 STARBOARD HAND 69-46.36N 084-51.35E.  WGS-84 DATUM.=  NNNN"
